annotation_id,annotator,car_type,created_at,id,image,lead_time,updated_at
664,1,suv,2026-01-26T05:48:18.659487Z,26353,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10560_c639.jpg,47.57,2026-01-26T13:10:23.096129Z
595,1,mpv,2026-01-25T17:58:00.673954Z,26358,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10620_c644.jpg,8.608,2026-01-26T13:10:44.182372Z
669,1,sedan,2026-01-26T05:48:40.289617Z,26359,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10620_c645.jpg,3.593,2026-01-26T13:10:48.006568Z
670,1,pickup,2026-01-26T05:48:43.385897Z,26360,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10620_c646.jpg,14.404000000000002,2026-01-26T13:10:53.931066Z
990,1,mpv,2026-01-26T13:11:11.066004Z,26361,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10620_c647.jpg,14.795,2026-01-26T13:11:11.066042Z
596,1,mpv,2026-01-25T18:25:23.914002Z,26362,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10680_c648.jpg,5.59,2026-01-26T13:11:14.033591Z
991,1,mpv,2026-01-26T13:11:18.886506Z,26363,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10680_c649.jpg,2.748,2026-01-26T13:11:18.886568Z
597,1,pickup,2026-01-25T18:25:27.519168Z,26364,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10680_c650.jpg,16.0,2026-01-26T13:11:24.636924Z
671,1,pickup,2026-01-26T05:49:02.917817Z,26366,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10740_c652.jpg,7.181,2026-01-26T13:11:40.780617Z
599,1,mpv,2026-01-25T18:25:53.975442Z,26367,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10740_c653.jpg,4.145,2026-01-26T13:11:43.620124Z
600,1,pickup,2026-01-25T18:25:58.692727Z,26368,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10740_c654.jpg,8.137,2026-01-26T13:11:46.814597Z
601,1,pickup,2026-01-25T18:26:06.023529Z,26370,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10800_c656.jpg,14.27,2026-01-26T13:11:55.507802Z
602,1,mpv,2026-01-25T18:26:12.944371Z,26372,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10800_c658.jpg,5.619,2026-01-26T13:12:00.929324Z
992,1,suv,2026-01-26T13:12:17.057956Z,26377,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1080_c57.jpg,1.899,2026-01-26T13:12:17.057988Z
604,1,mpv,2026-01-25T18:26:22.342722Z,26378,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10860_c660.jpg,2409.19,2026-01-26T13:52:24.909527Z
605,1,mpv,2026-01-25T18:26:26.800435Z,26380,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f10860_c662.jpg,1.287,2026-01-25T18:26:26.800479Z
607,1,mpv,2026-01-25T18:26:48.370352Z,26386,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11160_c668.jpg,5.15,2026-01-26T13:52:35.110082Z
608,1,mpv,2026-01-25T18:26:56.005665Z,26389,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11220_c671.jpg,6.914,2026-01-26T13:52:43.653151Z
993,1,suv,2026-01-26T13:53:00.285061Z,26398,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11400_c680.jpg,1.881,2026-01-26T13:53:00.285118Z
678,1,suv,2026-01-26T05:50:50.872491Z,26400,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1140_c58.jpg,3.122,2026-01-26T13:53:04.732419Z
679,1,mpv,2026-01-26T05:50:53.697580Z,26401,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1140_c59.jpg,1.424,2026-01-26T05:50:53.697777Z
609,1,mpv,2026-01-25T18:27:26.127547Z,26402,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1140_c60.jpg,3.461,2026-01-25T18:27:26.127615Z
610,1,suv,2026-01-25T18:27:29.396929Z,26403,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1140_c61.jpg,4.803000000000001,2026-01-26T13:53:10.698545Z
611,1,mpv,2026-01-25T18:27:41.101205Z,26406,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11460_c683.jpg,2.056,2026-01-25T18:27:41.101263Z
612,1,suv,2026-01-25T18:27:46.111226Z,26408,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11520_c685.jpg,5.942,2026-01-26T13:53:18.426003Z
613,1,suv,2026-01-25T18:27:59.996941Z,26409,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11520_c686.jpg,1.871,2026-01-25T18:27:59.996997Z
614,1,suv,2026-01-25T18:28:04.222100Z,26410,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11580_c687.jpg,5.466,2026-01-26T13:53:23.859219Z
681,1,pickup,2026-01-26T05:51:18.090981Z,26412,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11580_c689.jpg,5.578,2026-01-26T13:53:33.198207Z
615,1,suv,2026-01-25T18:28:08.830197Z,26413,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11640_c690.jpg,5.845,2026-01-26T13:53:37.055439Z
616,1,mpv,2026-01-25T18:28:13.721687Z,26414,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11640_c691.jpg,2.251,2026-01-25T18:28:13.721751Z
617,1,pickup,2026-01-25T18:28:20.485478Z,26417,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f11640_c694.jpg,9.638,2026-01-26T13:53:44.703766Z
682,1,mpv,2026-01-26T05:51:33.235655Z,26418,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1200_c63.jpg,1.494,2026-01-26T05:51:33.235723Z
683,1,mpv,2026-01-26T05:51:37.980702Z,26420,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1200_c65.jpg,1.867,2026-01-26T05:51:37.980737Z
684,1,sedan,2026-01-26T05:51:42.792348Z,26421,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1200_c66.jpg,3.133,2026-01-26T05:51:42.792408Z
618,1,suv,2026-01-25T18:28:25.660850Z,26422,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1200_c67.jpg,5.596,2026-01-26T13:53:53.350038Z
619,1,suv,2026-01-25T18:28:31.773420Z,26425,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f120_c11.jpg,6.295,2026-01-26T13:53:58.884101Z
685,1,sedan,2026-01-26T05:52:08.335669Z,26430,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1260_c71.jpg,2.657,2026-01-26T05:52:08.335725Z
686,1,sedan,2026-01-26T05:52:15.155919Z,26434,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1320_c75.jpg,1.671,2026-01-26T05:52:15.155982Z
622,1,suv,2026-01-25T18:29:00.000940Z,26436,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1320_c77.jpg,2.439,2026-01-25T18:29:00.001000Z
623,1,mpv,2026-01-25T18:29:04.525887Z,26437,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1320_c78.jpg,1.914,2026-01-25T18:29:04.525954Z
624,1,suv,2026-01-25T18:29:07.943578Z,26438,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1380_c79.jpg,1.474,2026-01-25T18:29:07.943645Z
625,1,mpv,2026-01-25T18:29:12.644912Z,26440,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1380_c81.jpg,1.923,2026-01-25T18:29:12.644967Z
628,1,mpv,2026-01-25T18:29:39.427428Z,26450,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1500_c91.jpg,5.768,2026-01-26T05:53:56.697979Z
692,1,mpv,2026-01-26T05:54:11.632983Z,26455,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1560_c96.jpg,3.984,2026-01-26T05:54:11.633020Z
694,1,mpv,2026-01-26T05:54:18.158207Z,26457,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1560_c98.jpg,1.514,2026-01-26T05:54:18.158264Z
695,1,mpv,2026-01-26T05:54:21.226034Z,26458,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1620_c100.jpg,1.481,2026-01-26T05:54:21.226079Z
630,1,mpv,2026-01-26T05:29:24.837950Z,26460,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1620_c102.jpg,4.14,2026-01-26T05:54:27.395594Z
631,1,mpv,2026-01-26T05:29:28.378032Z,26461,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1620_c99.jpg,5.505000000000001,2026-01-26T13:54:55.030144Z
994,1,mpv,2026-01-26T13:55:05.380861Z,26468,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1680_c109.jpg,1.865,2026-01-26T13:55:05.380913Z
995,1,mpv,2026-01-26T13:55:12.801031Z,26473,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1740_c114.jpg,1.655,2026-01-26T13:55:12.801090Z
696,1,mpv,2026-01-26T05:54:56.470694Z,26475,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1800_c116.jpg,5.539,2026-01-26T13:55:17.416235Z
996,1,suv,2026-01-26T13:55:22.011187Z,26476,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1800_c117.jpg,2.866,2026-01-26T13:55:22.011241Z
997,1,mpv,2026-01-26T13:55:28.896366Z,26480,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1800_c121.jpg,1.289,2026-01-26T13:55:28.896419Z
697,1,mpv,2026-01-26T05:55:11.155390Z,26481,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f180_c12.jpg,4.317,2026-01-26T05:55:11.155449Z
632,1,suv,2026-01-26T05:29:57.134642Z,26482,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f180_c13.jpg,13.954,2026-01-26T13:55:33.268566Z
998,1,suv,2026-01-26T13:55:40.699570Z,26486,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1860_c123.jpg,2.764,2026-01-26T13:55:40.699629Z
636,1,suv,2026-01-26T05:30:32.050737Z,26493,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1920_c130.jpg,5.9350000000000005,2026-01-26T13:55:56.517916Z
637,1,mpv,2026-01-26T05:30:35.566018Z,26494,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f1980_c131.jpg,1.904,2026-01-26T05:30:35.566084Z
638,1,suv,2026-01-26T05:30:43.360981Z,26496,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2040_c133.jpg,6.656000000000001,2026-01-26T13:56:01.961785Z
639,1,mpv,2026-01-26T05:34:17.164101Z,26497,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2040_c134.jpg,218.987,2026-01-26T13:56:05.266580Z
641,1,mpv,2026-01-26T05:34:42.640397Z,26500,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2100_c137.jpg,20.95,2026-01-26T13:56:12.735428Z
999,1,mpv,2026-01-26T13:56:27.579333Z,26508,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2220_c145.jpg,1.353,2026-01-26T13:56:27.579385Z
643,1,suv,2026-01-26T05:35:13.261331Z,26509,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2280_c146.jpg,13.866,2026-01-26T13:56:30.699759Z
700,1,mpv,2026-01-26T05:56:40.936478Z,26510,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2280_c147.jpg,1.541,2026-01-26T05:56:40.936533Z
644,1,suv,2026-01-26T05:36:02.348351Z,26512,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2340_c149.jpg,7.097,2026-01-26T13:56:38.113320Z
645,1,mpv,2026-01-26T05:36:08.819681Z,26515,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2340_c152.jpg,1.904,2026-01-26T05:36:08.819738Z
702,1,mpv,2026-01-26T05:57:02.363570Z,26517,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2400_c154.jpg,3.633,2026-01-26T05:57:02.363613Z
704,1,mpv,2026-01-26T05:59:10.766788Z,26525,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2460_c158.jpg,1.885,2026-01-26T05:59:10.766865Z
705,1,mpv,2026-01-26T05:59:14.642354Z,26526,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2460_c159.jpg,1.922,2026-01-26T05:59:14.642415Z
706,1,sedan,2026-01-26T06:08:21.743775Z,26527,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2460_c160.jpg,4.163,2026-01-26T06:08:21.743833Z
1000,1,mpv,2026-01-26T13:57:16.064794Z,26532,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2520_c165.jpg,1.743,2026-01-26T13:57:16.064831Z
1001,1,mpv,2026-01-26T13:57:19.914292Z,26534,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2580_c167.jpg,1.171,2026-01-26T13:57:19.914329Z
1002,1,mpv,2026-01-26T13:57:22.974983Z,26535,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2580_c168.jpg,1.16,2026-01-26T13:57:22.975038Z
1003,1,mpv,2026-01-26T13:57:25.838805Z,26536,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2580_c169.jpg,1.22,2026-01-26T13:57:25.838863Z
1004,1,mpv,2026-01-26T13:57:35.377337Z,26539,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2640_c172.jpg,1.461,2026-01-26T13:57:35.377396Z
1005,1,mpv,2026-01-26T13:57:38.474233Z,26540,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2640_c173.jpg,1.252,2026-01-26T13:57:38.474269Z
1006,1,mpv,2026-01-26T13:57:41.812788Z,26541,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2640_c174.jpg,1.567,2026-01-26T13:57:41.812845Z
1007,1,suv,2026-01-26T13:57:45.068604Z,26542,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2640_c175.jpg,1.548,2026-01-26T13:57:45.068638Z
1008,1,mpv,2026-01-26T13:57:50.191625Z,26545,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2700_c178.jpg,1.287,2026-01-26T13:57:50.191663Z
1009,1,mpv,2026-01-26T13:57:53.434641Z,26546,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2700_c179.jpg,1.284,2026-01-26T13:57:53.434693Z
1010,1,mpv,2026-01-26T13:58:01.737687Z,26550,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2700_c183.jpg,1.481,2026-01-26T13:58:01.737742Z
1011,1,mpv,2026-01-26T13:58:04.700517Z,26551,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2760_c184.jpg,1.283,2026-01-26T13:58:04.700570Z
1012,1,mpv,2026-01-26T13:58:07.607768Z,26552,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2760_c185.jpg,1.395,2026-01-26T13:58:07.607830Z
1013,1,mpv,2026-01-26T13:58:11.929909Z,26554,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2760_c187.jpg,1.62,2026-01-26T13:58:11.929953Z
1014,1,suv,2026-01-26T13:58:17.678485Z,26556,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2760_c189.jpg,2.054,2026-01-26T13:58:17.678519Z
1015,1,mpv,2026-01-26T13:58:22.146041Z,26557,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2820_c190.jpg,1.339,2026-01-26T13:58:22.146088Z
1016,1,mpv,2026-01-26T13:58:28.431070Z,26560,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2820_c193.jpg,1.084,2026-01-26T13:58:28.431105Z
649,1,suv,2026-01-26T05:37:46.659744Z,26562,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2820_c195.jpg,6.247,2026-01-26T05:37:46.659807Z
1017,1,mpv,2026-01-26T13:58:46.581443Z,26566,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2880_c199.jpg,2.385,2026-01-26T13:58:46.581501Z
651,1,suv,2026-01-26T05:38:08.159922Z,26573,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f2940_c206.jpg,3.411,2026-01-26T05:38:08.159992Z
1018,1,mpv,2026-01-26T13:59:02.837441Z,26575,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3000_c208.jpg,1.202,2026-01-26T13:59:02.837497Z
652,1,mpv,2026-01-26T05:38:18.381257Z,26579,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f300_c20.jpg,3.125,2026-01-26T05:38:18.381325Z
1019,1,mpv,2026-01-26T13:59:25.430595Z,26585,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3060_c215.jpg,1.767,2026-01-26T13:59:25.430651Z
1020,1,mpv,2026-01-26T13:59:30.367975Z,26587,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3120_c217.jpg,1.78,2026-01-26T13:59:30.368025Z
1021,1,bus,2026-01-26T14:01:38.935270Z,26590,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3180_c220.jpg,7.166,2026-01-26T14:01:38.935306Z
655,1,bus,2026-01-26T05:38:45.985235Z,26592,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3240_c222.jpg,7.473,2026-01-26T05:38:45.985311Z
656,1,bus,2026-01-26T05:38:50.553977Z,26593,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3300_c223.jpg,2.564,2026-01-26T05:38:50.554036Z
657,1,mpv,2026-01-26T05:41:26.359991Z,26595,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3300_c225.jpg,148.936,2026-01-26T05:41:26.360077Z
658,1,mpv,2026-01-26T05:41:52.909706Z,26614,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3600_c244.jpg,1.829,2026-01-26T05:41:52.909773Z
659,1,mpv,2026-01-26T05:41:58.017720Z,26616,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f360_c23.jpg,1.528,2026-01-26T05:41:58.017787Z
660,1,mpv,2026-01-26T05:42:01.149213Z,26617,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f360_c24.jpg,1.691,2026-01-26T05:42:01.149276Z
661,1,suv,2026-01-26T05:42:06.719339Z,26618,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f360_c25.jpg,2.754,2026-01-26T05:42:06.719404Z
707,1,suv,2026-01-26T06:09:45.674707Z,26631,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3780_c257.jpg,2.657,2026-01-26T06:09:45.674768Z
708,1,mpv,2026-01-26T06:09:50.494719Z,26632,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3840_c258.jpg,2.127,2026-01-26T06:09:50.494785Z
709,1,mpv,2026-01-26T06:10:07.566561Z,26636,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3840_c262.jpg,7.993,2026-01-26T06:10:07.566622Z
710,1,mpv,2026-01-26T06:10:15.919355Z,26639,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3900_c265.jpg,1.724,2026-01-26T06:10:15.919413Z
711,1,mpv,2026-01-26T06:10:19.604628Z,26640,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3900_c266.jpg,1.794,2026-01-26T06:10:19.604685Z
712,1,mpv,2026-01-26T06:10:24.538394Z,26642,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3900_c268.jpg,2.086,2026-01-26T06:10:24.538454Z
713,1,suv,2026-01-26T06:10:34.198336Z,26646,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3960_c272.jpg,4.215,2026-01-26T06:10:34.198405Z
714,1,mpv,2026-01-26T06:10:39.885103Z,26649,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f3960_c275.jpg,1.499,2026-01-26T06:10:39.885163Z
715,1,mpv,2026-01-26T11:56:36.737384Z,26651,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4020_c277.jpg,1.942,2026-01-26T11:56:36.737441Z
716,1,mpv,2026-01-26T11:56:52.347132Z,26653,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4020_c279.jpg,1.418,2026-01-26T11:56:52.347194Z
717,1,suv,2026-01-26T11:56:56.168296Z,26654,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4020_c280.jpg,2.36,2026-01-26T11:56:56.168355Z
718,1,suv,2026-01-26T11:56:59.203583Z,26655,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4020_c281.jpg,1.675,2026-01-26T11:56:59.203644Z
719,1,suv,2026-01-26T11:57:03.602775Z,26656,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c282.jpg,3.025,2026-01-26T11:57:03.602893Z
720,1,mpv,2026-01-26T11:57:06.599543Z,26657,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c283.jpg,1.717,2026-01-26T11:57:06.599597Z
721,1,mpv,2026-01-26T11:57:09.368368Z,26658,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c284.jpg,1.385,2026-01-26T11:57:09.368421Z
722,1,mpv,2026-01-26T11:57:11.876856Z,26659,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c285.jpg,1.295,2026-01-26T11:57:11.876915Z
723,1,mpv,2026-01-26T11:57:14.700668Z,26660,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c286.jpg,1.392,2026-01-26T11:57:14.700718Z
724,1,mpv,2026-01-26T11:57:17.437250Z,26661,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4080_c287.jpg,1.331,2026-01-26T11:57:17.437311Z
725,1,suv,2026-01-26T11:57:22.548373Z,26664,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4140_c290.jpg,1.821,2026-01-26T11:57:22.548427Z
726,1,mpv,2026-01-26T11:57:27.957127Z,26666,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4140_c292.jpg,1.364,2026-01-26T11:57:27.957185Z
727,1,mpv,2026-01-26T11:57:31.696372Z,26667,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4140_c293.jpg,2.119,2026-01-26T11:57:31.696429Z
728,1,mpv,2026-01-26T11:57:34.822481Z,26668,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4140_c294.jpg,1.83,2026-01-26T11:57:34.822542Z
729,1,mpv,2026-01-26T11:57:37.673551Z,26669,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4140_c295.jpg,1.492,2026-01-26T11:57:37.673601Z
730,1,suv,2026-01-26T11:57:42.612299Z,26672,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c298.jpg,1.39,2026-01-26T11:57:42.612352Z
731,1,mpv,2026-01-26T11:57:48.764320Z,26673,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c299.jpg,4.93,2026-01-26T11:57:48.764381Z
732,1,mpv,2026-01-26T11:57:52.939881Z,26675,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c301.jpg,1.472,2026-01-26T11:57:52.939940Z
733,1,mpv,2026-01-26T11:57:55.705107Z,26676,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c302.jpg,1.581,2026-01-26T11:57:55.705164Z
734,1,mpv,2026-01-26T11:57:58.367009Z,26677,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c303.jpg,1.428,2026-01-26T11:57:58.367066Z
735,1,mpv,2026-01-26T11:58:03.024017Z,26678,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4200_c304.jpg,3.122,2026-01-26T11:58:03.024074Z
736,1,mpv,2026-01-26T11:58:24.847116Z,26687,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4260_c310.jpg,1.856,2026-01-26T11:58:24.847174Z
737,1,suv,2026-01-26T11:58:31.587876Z,26690,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4320_c313.jpg,1.741,2026-01-26T11:58:31.587928Z
738,1,mpv,2026-01-26T11:58:35.546204Z,26692,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4320_c315.jpg,1.512,2026-01-26T11:58:35.546261Z
739,1,suv,2026-01-26T11:58:40.773873Z,26695,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4380_c318.jpg,1.711,2026-01-26T11:58:40.773925Z
740,1,mpv,2026-01-26T11:58:43.452808Z,26696,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4380_c319.jpg,1.387,2026-01-26T11:58:43.452861Z
741,1,mpv,2026-01-26T11:58:46.009726Z,26697,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4380_c320.jpg,1.281,2026-01-26T11:58:46.009783Z
742,1,mpv,2026-01-26T11:58:48.628271Z,26698,/data/local-files/?d=label_studio_data/images/aa-bandung_car_f4380_c321.jpg,1.372,2026-01-26T11:58:48.628327Z
